"proposal_id","distance","mu_hier...3","log_sigma_hier","eta_1","eta_2","eta_3","eta_4","eta_5","eta_6","eta_7","eta_8","mu_hier...13","sigma_hier","C_contact_scale_1","C_contact_scale_2","C_contact_scale_3","C_contact_scale_4","C_contact_scale_5","C_contact_scale_6","C_contact_scale_7","C_contact_scale_8","p_age_1","p_age_2","p_age_3","p_age_4","p_age_5","p_age_6","p_age_7","p_age_8","p_age_9","q_age_1","q_age_2","q_age_3","q_age_4","q_age_5","q_age_6","q_age_7","q_age_8","q_age_9","eps","accepted_rate","proposal_total"
32,622.962694578103,-2.11173468030208,0.0792300403236785,0.780792267339479,0.525905162942775,-1.56285783722826,-0.455203028913976,-0.687856382736374,-0.0520582811324345,-1.31194520039355,-0.386586227023604,-2.11173468030208,1.08245330133939,0.281798356168839,0.213852896366799,0.0222936073900823,0.0739422643542989,0.0574806394759649,0.114396437806542,0.029250632147881,0.0796433912859605,0.0301430326507526,0.0672106578974423,0.103411231760793,0.132590714024786,0.151491132288274,0.160236121910035,0.15058902020158,0.120526417132308,0.0838016721340284,0.033831519110779,0.17214196306821,0.167590834163845,0.332534164188398,0.414991373307695,0.466446276233079,0.44177487452568,0.426284902452081,0.528430405737,628.327661112174,0.00863501932085573,463230
320,624.467151809221,-2.07878364357292,-0.211391607978058,-0.15383903208404,0.683885917882037,0.970124725187985,0.524083733887743,-2.62609869494649,-0.503854465477839,0.881049737749971,-0.984008397422994,-2.07878364357292,0.80945701498034,0.110437036343606,0.217575929136335,0.27430644658519,0.191176080392519,0.0149282833458185,0.0831896635389926,0.255224493920576,0.0563994346950071,0.0318915635350295,0.070870215931177,0.107792600099235,0.135983378053336,0.152901445531918,0.159022545877517,0.147084431385104,0.115589243541922,0.0788645760447612,0.0269055107580713,0.331598380855121,0.707808377884005,0.849978995476615,0.775302511632023,0.756082352551049,0.754936358696061,0.731169442511146,0.796988104961894,628.327661112174,0.00863501932085573,463230
424,623.850157893364,-2.86503871876976,-0.951424770721369,0.262049646919492,1.24253224867764,-0.613494406439152,1.77754252459977,-0.306612657318367,-0.381339905371583,0.749729761662414,-0.746144507217604,-2.86503871876976,0.386190398517821,0.0630493414699425,0.0920719728235027,0.0449607960380431,0.113203424397171,0.0506179216246995,0.0491780187448293,0.0761157338387745,0.0427155368888303,0.0303111840129583,0.0677095156875879,0.104189653436418,0.133309258742301,0.15181720605797,0.160062720516733,0.149978399094874,0.119671184165227,0.0829508782859315,0.00662923703742561,0.0748202181911411,0.17006646439546,0.439222587438094,0.505078030966952,0.506979604672466,0.48733276497069,0.46446287112751,0.564745805805488,628.327661112174,0.00863501932085573,463230
441,627.807161370608,-2.27830851218861,-0.789861431088493,2.03469400826102,0.353114114374868,-0.812729624346612,-1.04135992435181,-1.00736129986329,0.794309813441279,0.132441019523597,0.0346264911075286,-2.27830851218861,0.453907688419047,0.258013012765005,0.120268648518574,0.0708484112462386,0.0638646174641027,0.0648578354562435,0.146934968553306,0.10880559566212,0.104080433299052,0.0304838733480495,0.0680362329563388,0.104487946561264,0.133609497614549,0.152137933431319,0.160193953112461,0.149756661427507,0.119086064229386,0.0822078373191264,0.0345107837101829,0.124687071758942,0.267239887885453,0.419026763935868,0.509492112491944,0.575999377066379,0.570417964604025,0.558470946417985,0.646573731520365,628.327661112174,0.00863501932085573,463230
515,616.556878284881,-2.85613102934939,0.178440792983233,0.943059336290635,2.18065530735903,-1.31307495459732,0.653670279382697,-0.75605461191296,-0.530886824225812,-1.34571595099792,-0.166440984848909,-2.85613102934939,1.195352107946,0.17748963541562,0.779205778303441,0.011965617570309,0.125585951415965,0.0232864762954452,0.030478684340762,0.0115077399822268,0.0471186395805014,0.0312835912554543,0.0691153905726272,0.105578066157813,0.134095833908991,0.151884300678281,0.159310155664486,0.148763161761565,0.118271464606332,0.0816980353944492,0.0455560413337254,0.606673412037563,0.462419398971187,0.646284223210041,0.61729475918439,0.58180500759993,0.527273644180453,0.498326170118616,0.616754317194362,628.327661112174,0.00863501932085573,463230
575,611.66053510053,-4.85645701919494,-1.18068863206938,0.41879955093439,0.664095346434068,-0.540831009311619,-0.0866804925865124,-0.0276101982453668,1.15461209523481,-1.35732026563307,0.0818400841260747,-4.85645701919494,0.307067209448731,0.00884540282461798,0.00953739287553534,0.0065878483371522,0.00757369851032311,0.0077123278899876,0.0110877597413787,0.00512694370938397,0.00797593326812844,0.0288682467124433,0.0645819807701137,0.0997255588880222,0.128872632216774,0.149028647016115,0.160357240204402,0.153552054482597,0.125557805115247,0.089455834594285,1.79781224371543e-09,1.17970754149639e-08,4.01126809794984e-08,1.20017222194595e-07,2.66614066941909e-07,5.23825135275453e-07,9.11218339491504e-07,1.55273356474864e-06,3.52427686079761e-06,628.327661112174,0.00863501932085573,463230
887,618.476040360082,-3.05254876949488,-0.599965195362975,-0.387929959492632,0.667353893554362,1.49246449219886,-1.14582384627227,1.03508326604962,-0.74556530989482,-0.738118847441721,-0.840337753100212,-3.05254876949488,0.548830737616224,0.038179496232651,0.0681336242276073,0.107159341282043,0.0251873821996599,0.0833702909172011,0.0313751867779598,0.0315036747575525,0.0297849526277653,0.0300200157286228,0.0670945127268494,0.103101392294928,0.132210100831482,0.151118488161443,0.160088190798514,0.15079914454023,0.12107362011003,0.0844945348079008,0.00303325146536053,0.0481459570400741,0.243949345370358,0.281748455016314,0.398618811404103,0.39801969297468,0.370589204336161,0.347984722781712,0.454570401093728,628.327661112174,0.00863501932085573,463230
1056,628.043994254223,-1.21156328867478,0.143396916319924,0.943342535573997,-1.4947202805651,-1.51903585069528,-1.02225167923521,-1.06867992836319,-2.44722272483575,-0.410645208026437,0.222785638045434,-1.21156328867478,1.15418782674588,0.884468112331927,0.0530377560423577,0.0515699584852093,0.0914984055332521,0.0867243437931823,0.0176659191542645,0.185347101240411,0.385032775453814,0.0304218528342473,0.0679598102985768,0.104533622629509,0.133732727885572,0.152149397455351,0.160169947243542,0.149769270420075,0.119089044887446,0.0821743263456796,0.120441310840637,0.102310854265126,0.206084166740861,0.434764313467142,0.560330811002064,0.543455162795351,0.550486808729207,0.579693253676091,0.66595353929789,628.327661112174,0.00863501932085573,463230
1098,616.49613603646,-2.92231698009434,-0.461328215312021,1.41145717352865,-1.43517575522305,-0.0245337720286809,0.765493532221924,-0.407240712034461,-2.33700850155034,-1.0174228624973,0.487558064449579,-2.92231698009434,0.63044572149767,0.131011543156299,0.0217722861695279,0.0529829989349237,0.0871857082364307,0.0416247579956757,0.01233056683306,0.0283324674926539,0.0731723190652017,0.0297471636824148,0.0665322526793266,0.102527227627645,0.131655274784151,0.150739357630973,0.160122779586312,0.151308569140101,0.121931291232961,0.0854360836361158,0.00767486897720811,0.0139526417259876,0.104978408327516,0.286429843604927,0.333912887235551,0.315579901320821,0.289893884990219,0.2768658081214,0.37780059439805,628.327661112174,0.00863501932085573,463230
1134,626.434149634984,-1.64708706811821,-0.081232340133222,0.276734274221932,-0.955757066343954,-1.20142069065927,-2.0798607980276,-1.19164615438855,-1.05591156648328,1.70349373834288,1.82844331534614,-1.64708706811821,0.921979453728455,0.248591633945903,0.0797965150890596,0.0636235076244854,0.0283061554613823,0.0641994690494,0.072758041906477,0.926352134475074,1.039458704211,0.0296741908449274,0.0663321087206486,0.10218374885205,0.1314948716725,0.151008391850574,0.160849654528032,0.15190399685065,0.121847563999751,0.0847054726808682,0.0181371348490131,0.0443178844299788,0.120420953487139,0.163387436915619,0.25131430146224,0.283757797959385,0.44079256225326,0.533539892930311,0.607593063302278,628.327661112174,0.00863501932085573,463230
